client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_3,18,True,1.0,5,18,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8632391691207886,0.9152263104915619,0.9294166564941406,0.10897632299095118,0.011875838899364074,2000,"{'mse': 0.011875838972628117, 'rmse': 0.10897632299095118, 'mae': 0.08477368950843811}","{'r2': 0.8632391691207886, 'pearson': 0.9294166564941406}",{},[],3.603994846343994,0.0,15890432
no_lora_client_1,18,True,1.0,5,18,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9938302484575621,0.9938316778459522,0.9938302484575621,0.9938307091296683,0.021169533010572197,1999,"{'0': 0.9921935987509758, '1': 0.9950509461426492}","{'0': 0.9933567799921844, '1': 0.9941826643397323}","{'0': 0.9927748486623706, '1': 0.9946166157427615}","[2542, 17, 20, 3418]",3.680884838104248,0.0,15890432
no_lora_client_2,18,True,0.8888888888888888,5,16,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9898282474570619,0.9898441294501273,0.9898282474570619,0.9898326862207979,0.03384909698491295,1999,"{'0': 0.9931880108991825, '1': 0.9845294370434036}","{'0': 0.9902200488997555, '1': 0.9892055267702936}","{'0': 0.9917018092776493, '1': 0.986861942709455}","[3645, 36, 25, 2291]",3.6998374462127686,0.0,15890432
no_lora_client_3,19,True,1.0,5,19,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8734984397888184,0.9187541231513023,0.9349467754364014,0.10480913330527279,0.010984954476977388,2000,"{'mse': 0.010984954424202442, 'rmse': 0.10480913330527279, 'mae': 0.08124587684869766}","{'r2': 0.8734984397888184, 'pearson': 0.9349467754364014}",{},[],3.566892147064209,0.0,15890432
no_lora_client_2,19,True,0.8947368421052632,5,17,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9923294980823745,0.9923413949259386,0.9923294980823745,0.9923325435391758,0.02606454993536075,1999,"{'0': 0.9950967038953964, '1': 0.9879621668099742}","{'0': 0.9923933713664765, '1': 0.9922279792746114}","{'0': 0.9937431991294886, '1': 0.990090478242137}","[3653, 28, 18, 2298]",3.676203727722168,0.0,15890432
no_lora_client_1,19,True,1.0,5,19,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9938302484575621,0.993830612764649,0.9938302484575621,0.9938304023808597,0.02041825978613148,1999,"{'0': 0.992578125, '1': 0.9947628745999418}","{'0': 0.9929660023446659, '1': 0.9944735311227458}","{'0': 0.9927720257862864, '1': 0.9946181818181818}","[2541, 18, 19, 3419]",3.6760518550872803,0.0,15890432
no_lora_client_3,20,True,1.0,5,20,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.876262366771698,0.9199878051877022,0.9363849759101868,0.10365784969193752,0.010744950006405513,2000,"{'mse': 0.01074494980275631, 'rmse': 0.10365784969193752, 'mae': 0.08001219481229782}","{'r2': 0.876262366771698, 'pearson': 0.9363849759101868}",{},[],3.59415602684021,0.0,15890432
no_lora_client_1,20,True,1.0,5,20,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9958312489578123,0.9958315135414483,0.9958312489578123,0.9958313529600404,0.015807100530403354,1999,"{'0': 0.994921875, '1': 0.9965085830666278}","{'0': 0.9953106682297772, '1': 0.9962187318208261}","{'0': 0.9951162336393827, '1': 0.9963636363636363}","[2547, 12, 13, 3425]",3.63137149810791,0.0,15890432
no_lora_client_2,20,True,0.9,5,18,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9923294980823745,0.9923380957371624,0.9923294980823745,0.9923319384317744,0.024805609001467624,1999,"{'0': 0.9948271167982575, '1': 0.9883820998278829}","{'0': 0.9926650366748166, '1': 0.9917962003454232}","{'0': 0.9937449007342942, '1': 0.9900862068965517}","[3654, 27, 19, 2297]",3.6354494094848633,0.0,15890432
no_lora_client_3,21,True,1.0,5,21,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.883415162563324,0.9216542840003967,0.9401715993881226,0.10061721870889276,0.010123825325009723,2000,"{'mse': 0.010123824700713158, 'rmse': 0.10061721870889276, 'mae': 0.07834571599960327}","{'r2': 0.883415162563324, 'pearson': 0.9401715993881226}",{},[],3.539447546005249,0.0,15890432
no_lora_client_1,21,True,1.0,5,21,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9946639986659996,0.9946676200052887,0.9946639986659996,0.9946647926569736,0.018118036857495707,1999,"{'0': 0.9925925925925926, '1': 0.9962121212121212}","{'0': 0.9949198905822587, '1': 0.9944735311227458}","{'0': 0.9937548790007806, '1': 0.9953420669577875}","[2546, 13, 19, 3419]",3.6607742309570312,0.0,15890432
no_lora_client_2,21,True,0.9047619047619048,5,19,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9929964982491246,0.992997850485447,0.9929964982491246,0.9929970580160695,0.02269211822686096,1999,"{'0': 0.9945637401467791, '1': 0.9905090595340811}","{'0': 0.9940233632165173, '1': 0.9913644214162349}","{'0': 0.9942934782608696, '1': 0.9909365558912386}","[3659, 22, 20, 2296]",3.665999412536621,0.0,15890432
no_lora_client_3,22,True,1.0,5,22,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8888070583343506,0.9240146279335022,0.9430276155471802,0.09826296213175045,0.009655609725043177,2000,"{'mse': 0.009655609726905823, 'rmse': 0.09826296213175045, 'mae': 0.0759853720664978}","{'r2': 0.8888070583343506, 'pearson': 0.9430276155471802}",{},[],3.583573341369629,0.0,15890432
no_lora_client_2,22,True,0.9090909090909091,5,20,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.992496248124062,0.9924985691164034,0.992496248124062,0.9924971470176569,0.024520097796805203,1999,"{'0': 0.9942903752039152, '1': 0.9896507115135834}","{'0': 0.993480032599837, '1': 0.9909326424870466}","{'0': 0.9938850387280881, '1': 0.9902912621359223}","[3657, 24, 21, 2295]",3.6807045936584473,0.0,15890432
no_lora_client_1,22,True,1.0,5,22,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9953309988327497,0.9953328318941207,0.9953309988327497,0.995331463101339,0.01767907294832791,1999,"{'0': 0.9937573156457277, '1': 0.9965055329062318}","{'0': 0.9953106682297772, '1': 0.995346131471786}","{'0': 0.9945333853963295, '1': 0.9959254947613504}","[2547, 12, 16, 3422]",3.6803390979766846,0.0,15890432
